571420098691072.000000,-0.279805,-0.032521,9.721126
571420165799936.000000,-0.255791,-0.030417,9.690802
571420232908800.000000,-0.268507,-0.026300,9.709573
571420300017664.000000,-0.264073,-0.029704,9.697912
571420367126528.000000,-0.265985,-0.025502,9.699446
571420434235392.000000,-0.267557,-0.020372,9.708115
571420501344256.000000,-0.273931,-0.024913,9.704192
571420568453120.000000,-0.261894,-0.024913,9.708205
571420635561984.000000,-0.260819,-0.034871,9.699750
571420702670848.000000,-0.265412,-0.030919,9.700071
571420769779712.000000,-0.259660,-0.032272,9.696978
571420836888576.000000,-0.269869,-0.024871,9.709884
571420903997440.000000,-0.270776,-0.032100,9.699133
571420971106304.000000,-0.266202,-0.034386,9.701469
571421038215168.000000,-0.262967,-0.023404,9.686879
571421105324032.000000,-0.269314,-0.024183,9.710834
571421172432896.000000,-0.265985,-0.034254,9.701445
571421239541760.000000,-0.264414,-0.041444,9.705963
571421306650624.000000,-0.266778,-0.030513,9.709277
571421373759488.000000,-0.268295,-0.032128,9.706000
571421440868352.000000,-0.267066,-0.035258,9.698857
571421507977216.000000,-0.264106,-0.030390,9.712374
571421575086080.000000,-0.261345,-0.020273,9.706270
571421642194944.000000,-0.267679,-0.029995,9.697985
571421709303808.000000,-0.265070,-0.024699,9.697942
571421776412672.000000,-0.273583,-0.027309,9.712818
571421843521536.000000,-0.268067,-0.032576,9.718333
571421910630400.000000,-0.270337,-0.017727,9.703647
571421977739264.000000,-0.265985,-0.026711,9.694863
571422044848128.000000,-0.265985,-0.025574,9.701830
571422111956992.000000,-0.262325,-0.025229,9.704280
571422179065856.000000,-0.284673,-0.031009,9.704952
571422246174720.000000,-0.261194,-0.032281,9.706223
571422313283584.000000,-0.266699,-0.027502,9.700344
571422380392448.000000,-0.266632,-0.026532,9.706367
571422447501312.000000,-0.270776,-0.029123,9.708438
571422514610176.000000,-0.267148,-0.028333,9.706043
571422581719040.000000,-0.266755,-0.035351,9.704417
571422648827904.000000,-0.260760,-0.033318,9.712444
571422715936768.000000,-0.269552,-0.029545,9.696461
571422783045632.000000,-0.266879,-0.025200,9.699142
571422850154496.000000,-0.268711,-0.034826,9.700509
571422917263360.000000,-0.273171,-0.028949,9.696107
571422984372224.000000,-0.265985,-0.024913,9.694573
571423051481088.000000,-0.261735,-0.031289,9.713462
571423118589952.000000,-0.268381,-0.024913,9.697508
571423185698816.000000,-0.259940,-0.029704,9.702853
571423252807680.000000,-0.267966,-0.023139,9.722190
571423319916544.000000,-0.270776,-0.036468,9.703789
571423387025408.000000,-0.265353,-0.027940,9.703647
571423454134272.000000,-0.265840,-0.025204,9.699148
571423521243136.000000,-0.260820,-0.036891,9.709736
571423588352000.000000,-0.269388,-0.025921,9.710139
571423655460864.000000,-0.270608,-0.029452,9.703815
571423722569728.000000,-0.257936,-0.020507,9.691862
571423789678592.000000,-0.279858,-0.029576,9.705914
571423856787456.000000,-0.270754,-0.034495,9.706087
571423923896320.000000,-0.262796,-0.024120,9.717198
571423991005184.000000,-0.260489,-0.032805,9.709200
571424058114048.000000,-0.275410,-0.027387,9.696774
571424125222912.000000,-0.262674,-0.028788,9.705691
571424192331776.000000,-0.265745,-0.032100,9.705164
571424259440640.000000,-0.261194,-0.027609,9.706143
571424326549504.000000,-0.264633,-0.043093,9.698121
571424393658368.000000,-0.262568,-0.037992,9.694145
571424460767232.000000,-0.263264,-0.025239,9.708646
571424527876096.000000,-0.260581,-0.027922,9.753281
571424594984960.000000,-0.276183,-0.023682,9.702121
571424662093824.000000,-0.274666,-0.019304,9.714212
571424729202688.000000,-0.273362,-0.025274,9.680370
571424796311552.000000,-0.259878,-0.022781,9.707608
571424863420416.000000,-0.260240,-0.018303,9.703847
571424930529280.000000,-0.270776,-0.024424,9.696120
571424997638144.000000,-0.254008,-0.023786,9.705608
571425064747008.000000,-0.270426,-0.038529,9.740640
571425131855872.000000,-0.264446,-0.029959,9.723914
571425198964736.000000,-0.264809,-0.028499,9.703410
571425266073600.000000,-0.279451,-0.018140,9.688935
571425333182464.000000,-0.269681,-0.020122,9.679192
571425400291328.000000,-0.263702,-0.020122,9.707091
571425467400192.000000,-0.256385,-0.021073,9.708931
571425534509056.000000,-0.268077,-0.018636,9.717992
571425601617920.000000,-0.265275,-0.014015,9.706043
571425668726784.000000,-0.264128,-0.016112,9.706528
571425735835648.000000,-0.253058,-0.023468,9.723989
571425802944512.000000,-0.269039,-0.027370,9.708383
571425870053376.000000,-0.267185,-0.019531,9.683327
571425937162240.000000,-0.277427,-0.014365,9.671750
571426004271104.000000,-0.268387,-0.017720,9.706002
571426071379968.000000,-0.256653,-0.023179,9.720327
571426138488832.000000,-0.259032,-0.024913,9.689857
571426205597696.000000,-0.278286,-0.017973,9.693379
571426272706560.000000,-0.264092,-0.022962,9.717564
571426339815424.000000,-0.256733,-0.024639,9.739998
571426406924288.000000,-0.279525,-0.025643,9.698446
571426474033152.000000,-0.269204,-0.028132,9.692419
571426541142016.000000,-0.280327,-0.020153,9.694089
571426608250880.000000,-0.272401,-0.029704,9.701252
571426675359744.000000,-0.265985,-0.021223,9.702100
571426742468608.000000,-0.270567,-0.027448,9.713019
571426809577472.000000,-0.268653,-0.030412,9.702667
571426876686336.000000,-0.268049,-0.022272,9.694975
571426943795200.000000,-0.270382,-0.020517,9.704041
571427010904064.000000,-0.267088,-0.025560,9.710834
571427078012928.000000,-0.273625,-0.022518,9.700281
571427145121792.000000,-0.268381,-0.029319,9.692439
571427212230656.000000,-0.273812,-0.023103,9.703062
571427279339520.000000,-0.269325,-0.026605,9.702945
571427346448384.000000,-0.264357,-0.017983,9.703135
571427413557248.000000,-0.267032,-0.023867,9.704473
571427480666112.000000,-0.273785,-0.017727,9.691875
571427547774976.000000,-0.258799,-0.023324,9.705408
