572473707855872.000000,0.069949,0.081055,9.704908
572473774964736.000000,0.072361,0.079436,9.712177
572473842073600.000000,0.071502,0.073301,9.700424
572473909182464.000000,0.071277,0.073301,9.701645
572473976291328.000000,0.070659,0.079529,9.698857
572474043400192.000000,0.077256,0.078097,9.700224
572474110509056.000000,0.065027,0.067639,9.698640
572474177617920.000000,0.068171,0.078147,9.706179
572474244726784.000000,0.068974,0.075646,9.704055
572474311835648.000000,0.081160,0.061695,9.704018
572474378944512.000000,0.074479,0.073505,9.693862
572474446053376.000000,0.077040,0.080997,9.701252
572474513162240.000000,0.078964,0.071210,9.715888
572474580271104.000000,0.073712,0.072219,9.703718
572474647379968.000000,0.077892,0.080488,9.705791
572474714488832.000000,0.074173,0.080488,9.695996
572474781597696.000000,0.075254,0.069824,9.700106
572474848706560.000000,0.087336,0.070906,9.710817
572474915815424.000000,0.074347,0.082011,9.698683
572474982924288.000000,0.077550,0.074254,9.705148
572475050033152.000000,0.074569,0.072905,9.706584
572475117142016.000000,0.073951,0.075808,9.690719
572475184250880.000000,0.078964,0.072331,9.697886
572475251359744.000000,0.086550,0.077160,9.694066
572475318468608.000000,0.071868,0.080488,9.694066
572475385577472.000000,0.077318,0.080414,9.711657
572475452686336.000000,0.082163,0.078101,9.701269
572475519795200.000000,0.083755,0.073360,9.710814
572475586904064.000000,0.082116,0.080488,9.703521
572475654012928.000000,0.092663,0.083370,9.704134
572475721121792.000000,0.086150,0.080744,9.692181
572475788230656.000000,0.092966,0.080858,9.697523
572475855339520.000000,0.092952,0.080103,9.710292
572475922448384.000000,0.086000,0.077192,9.712929
572475989557248.000000,0.092597,0.076099,9.703133
572476056666112.000000,0.089123,0.083874,9.710834
572476123774976.000000,0.090727,0.087460,9.699927
572476190883840.000000,0.088546,0.083447,9.698012
572476257992704.000000,0.089885,0.084223,9.705270
572476325101568.000000,0.090941,0.086396,9.702648
572476392210432.000000,0.089043,0.089166,9.715128
572476459319296.000000,0.089820,0.076971,9.703955
572476526428160.000000,0.075892,0.089726,9.716300
572476593537024.000000,0.088112,0.081788,9.711929
572476660645888.000000,0.081336,0.086488,9.707205
572476727754752.000000,0.092108,0.083293,9.708029
572476794863616.000000,0.090206,0.087307,9.710098
572476861972480.000000,0.084898,0.092356,9.697932
572476929081344.000000,0.091417,0.079520,9.717544
572476996190208.000000,0.080769,0.081090,9.711435
572477063299072.000000,0.083278,0.080250,9.699095
572477130407936.000000,0.088546,0.074926,9.697856
572477197516800.000000,0.086386,0.091289,9.700034
572477264625664.000000,0.092695,0.090070,9.710093
572477331734528.000000,0.079569,0.085858,9.711964
572477398843392.000000,0.088035,0.078263,9.711867
572477465952256.000000,0.089045,0.072353,9.706991
572477533061120.000000,0.084808,0.086043,9.705372
572477600169984.000000,0.083649,0.080277,9.712807
572477667278848.000000,0.085897,0.072672,9.707178
572477734387712.000000,0.078038,0.083618,9.702370
572477801496576.000000,0.079005,0.082924,9.712899
572477868605440.000000,0.080599,0.076514,9.707621
572477935714304.000000,0.083762,0.084485,9.706058
572478002823168.000000,0.098128,0.078140,9.732561
572478069932032.000000,0.093199,0.082883,9.757377
572478137040896.000000,0.074634,0.086808,9.712333
572478204149760.000000,0.081976,0.084927,9.700706
572478271258624.000000,0.070809,0.087649,9.689402
572478338367488.000000,0.082824,0.082350,9.712959
572478405476352.000000,0.066297,0.098721,9.667044
572478472585216.000000,0.074976,0.079957,9.686634
572478539694080.000000,0.077967,0.075697,9.713243
572478606802944.000000,0.079844,0.080708,9.694557
572478673911808.000000,0.075667,0.079204,9.686051
572478741020672.000000,0.076588,0.084197,9.719433
572478808129536.000000,0.079535,0.081344,9.731363
572478875238400.000000,0.079947,0.091482,9.690811
572478942347264.000000,0.086430,0.088383,9.707149
572479009456128.000000,0.083684,0.077740,9.720556
572479076564992.000000,0.069382,0.077668,9.705314
572479143673856.000000,0.071807,0.094846,9.689364
572479210782720.000000,0.089164,0.088092,9.739238
572479277891584.000000,0.083630,0.088034,9.711056
572479345000448.000000,0.078594,0.090070,9.690411
572479412109312.000000,0.081338,0.092970,9.723628
572479479218176.000000,0.080179,0.089740,9.731943
572479546327040.000000,0.072537,0.088999,9.705615
572479613435904.000000,0.081359,0.093765,9.702413
572479680544768.000000,0.085695,0.079231,9.740619
572479747653632.000000,0.077502,0.083342,9.709846
572479814762496.000000,0.074109,0.092465,9.698242
572479881871360.000000,0.080394,0.076823,9.743388
572479948980224.000000,0.067090,0.079344,9.702081
